numero_processo,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,trimestre_ajuizamento,dia_semana_ajuizamento,grau,classe_categoria,tipo_vara,municipio_fortaleza,sistema,formato,qtd_assuntos,tem_medicamento,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,area_saude,assunto_principal,qtd_movimentos,velocidade_movimentos,movimentos_recentes,tipo_distribuicao,complexidade_score,tem_recurso,sexo_juiz,sexo_requerente,sentenca_favoravel,status
02031115220228060112,1256,2022,5,2,4,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,121,0.0963,0,Desconhecido,121,0,M,F,True,sucesso
02031106720228060112,837,2022,5,2,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,84,0.1004,0,Desconhecido,84,0,Indefinido,M,True,sucesso
02030976820228060112,1199,2022,5,2,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.05,0,Desconhecido,60,0,Indefinido,F,True,sucesso
02005081920228060043,839,2022,5,2,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,40,0.0477,0,Desconhecido,80,0,M,Indefinido,True,sucesso
02001441220228060087,1202,2022,5,2,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,50,0.0416,0,Desconhecido,50,0,M,F,False,sucesso
02026727020228060167,1205,2022,4,2,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,100,0.083,0,Desconhecido,100,0,M,F,True,sucesso
02321608320228060001,895,2022,4,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Urgência,75,0.0838,0,Desconhecido,150,0,M,F,True,sucesso
02318853720228060001,846,2022,4,2,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,66,0.078,0,Desconhecido,66,0,F,F,False,sucesso
08000178120228060133,1209,2022,4,2,0,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,53,0.0438,0,Desconhecido,106,0,F,Indefinido,True,sucesso
02308053820228060001,1209,2022,4,2,0,G1,Cumprimento de sentença,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,131,0.1084,0,Desconhecido,131,0,F,F,True,sucesso
02008771120228060173,1142,2022,4,2,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,96,0.0841,0,Desconhecido,192,0,M,F,True,sucesso
02012011620228060071,848,2022,4,2,0,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,121,0.1427,0,Desconhecido,121,0,Indefinido,M,True,sucesso
02001576720228060036,1271,2022,4,2,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,103,0.081,0,Desconhecido,206,0,F,F,True,sucesso
02011691120228060071,852,2022,4,2,3,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,140,0.1643,0,Desconhecido,140,0,Indefinido,F,True,sucesso
02011709320228060071,863,2022,4,2,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,62,0.0718,0,Desconhecido,62,0,Indefinido,F,True,sucesso
02004450720228060168,903,2022,4,2,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.0332,0,Desconhecido,30,0,M,M,False,sucesso
02001326020228060131,861,2022,4,2,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.0476,0,Desconhecido,41,0,F,F,False,sucesso
02178913920228060001,894,2022,3,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,3,1,0,0,1,1,Plano de Saúde ,76,0.085,0,Desconhecido,228,0,M,M,False,sucesso
02012923020228060064,895,2022,3,1,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0436,0,Desconhecido,39,0,M,F,False,sucesso
02003220920228060071,1310,2022,2,1,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,4,1,0,0,0,1,Tutela de Urgência,157,0.1198,0,Desconhecido,628,0,Indefinido,F,True,sucesso
02003065520228060071,1286,2022,2,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,91,0.0708,0,Desconhecido,91,0,Indefinido,F,True,sucesso
02003074020228060071,925,2022,2,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,127,0.1373,0,Desconhecido,127,0,Indefinido,F,True,sucesso
02082641120228060001,1290,2022,2,1,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,153,0.1186,0,Desconhecido,153,0,M,F,True,sucesso
02077436620228060001,930,2022,2,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,44,0.0473,0,Desconhecido,88,0,M,F,False,sucesso
02002667320228060071,941,2022,2,1,2,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,103,0.1095,0,Desconhecido,103,0,Indefinido,F,True,sucesso
02001342720228060035,960,2022,2,1,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.0458,0,Desconhecido,44,0,M,F,True,sucesso
02075488120228060001,942,2022,2,1,1,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.0446,0,Desconhecido,42,0,F,Indefinido,True,sucesso
02000497920228060087,1293,2022,1,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,53,0.041,0,Desconhecido,53,0,M,F,True,sucesso
02001835720228060071,939,2022,1,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,65,0.0692,0,Desconhecido,65,0,Indefinido,F,True,sucesso
02001904920228060071,950,2022,1,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,73,0.0768,0,Desconhecido,73,0,Indefinido,F,True,sucesso
02001783520228060071,951,2022,1,1,6,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,82,0.0862,0,Desconhecido,82,0,Indefinido,F,True,sucesso
02001628120228060071,953,2022,1,1,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,89,0.0934,0,Desconhecido,89,0,Indefinido,F,True,sucesso
02001636620228060071,953,2022,1,1,4,G1,Cumprimento de sentença,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,93,0.0976,0,Desconhecido,93,0,Indefinido,M,True,sucesso
02001305420228060143,1304,2022,1,1,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,52,0.0399,0,Desconhecido,104,0,Indefinido,Indefinido,True,sucesso
02037406820228060001,1306,2022,1,1,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,192,0.147,0,Desconhecido,192,0,F,F,False,sucesso
02000913220228060119,945,2022,1,1,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,54,0.0571,0,sorteio,162,0,F,M,True,sucesso
02001201020228060143,945,2022,1,1,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,49,0.0519,0,Desconhecido,98,0,Indefinido,F,True,sucesso
02001238420228060071,956,2022,1,1,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,129,0.1349,0,Desconhecido,129,0,Indefinido,Indefinido,True,sucesso
02000234020228060036,1307,2022,1,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,85,0.065,0,Desconhecido,170,0,F,M,True,sucesso
02033881320228060001,1307,2022,1,1,0,G1,Cumprimento de sentença,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,107,0.0819,0,Desconhecido,107,0,M,M,True,sucesso
02000231720228060076,946,2022,1,1,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,67,0.0708,0,Desconhecido,134,0,M,F,True,sucesso
02903394420218060001,1292,2021,12,4,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,47,0.0364,0,Desconhecido,94,0,M,F,False,sucesso
02876823220218060001,978,2021,12,4,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Assistência à Saúde,56,0.0573,0,Desconhecido,112,0,Indefinido,M,False,sucesso
00513983420218060122,1304,2021,12,4,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.0399,0,Desconhecido,52,0,M,F,False,sucesso
00508888820218060132,984,2021,12,4,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,32,0.0325,0,Desconhecido,32,0,M,Indefinido,False,sucesso
00513212420218060090,1368,2021,11,4,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0285,0,Desconhecido,39,0,M,F,False,sucesso
00504770920218060047,1009,2021,11,4,0,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,87,0.0862,0,Desconhecido,174,0,M,Indefinido,True,sucesso
00504753920218060047,1009,2021,11,4,0,G1,Cumprimento de sentença,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,194,0.1923,0,Desconhecido,388,0,M,Indefinido,True,dados_incompletos
00512645020218060043,1013,2021,11,4,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,53,0.0523,0,Desconhecido,53,0,M,F,True,sucesso
00510427320218060143,1014,2021,11,4,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,36,0.0355,0,Desconhecido,72,0,Indefinido,Indefinido,True,sucesso
00569016620218060112,1025,2021,11,4,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,98,0.0956,0,Desconhecido,98,0,Indefinido,F,True,sucesso
02772981020218060001,1015,2021,11,4,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.0414,0,Desconhecido,42,0,M,F,True,sucesso
02767533720218060001,1028,2021,11,4,6,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,1,1,Fornecimento de medicamentos,57,0.0554,0,Desconhecido,114,0,F,Indefinido,False,sucesso
00536742620218060029,1020,2021,11,4,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de medicamentos,59,0.0578,0,sorteio manual,177,0,M,F,True,sucesso
02749112220218060001,1168,2021,10,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.0591,0,Desconhecido,69,0,M,M,True,sucesso
00510544120218060126,1027,2021,10,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.0438,0,Desconhecido,45,0,Indefinido,F,False,sucesso
00565188820218060112,1039,2021,10,4,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.0731,0,Desconhecido,76,0,Indefinido,F,True,sucesso
02741941020218060001,1390,2021,10,4,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,100,0.0719,0,Desconhecido,100,0,F,F,True,sucesso
00504450420218060047,1420,2021,10,4,3,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,127,0.0894,0,Desconhecido,254,0,M,M,True,sucesso
00507386420218060114,1034,2021,10,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,57,0.0551,0,Desconhecido,57,0,M,M,True,sucesso
02723606920218060001,1049,2021,10,4,2,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,151,0.1439,0,Desconhecido,151,0,Indefinido,F,True,sucesso
00503423020218060036,1177,2021,10,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,90,0.0765,0,Desconhecido,180,0,F,M,True,sucesso
00531552220218060071,1036,2021,10,4,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,60,0.0579,0,Desconhecido,120,0,Indefinido,Indefinido,True,sucesso
02708181620218060001,1403,2021,10,4,2,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,61,0.0435,0,Desconhecido,61,0,M,F,True,sucesso
02704475220218060001,1462,2021,10,4,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,225,0.1539,0,Desconhecido,225,0,Indefinido,M,True,sucesso
00511293820218060043,1368,2021,10,4,1,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,133,0.0972,0,Desconhecido,133,0,M,M,True,sucesso
02800686520218060133,1433,2021,10,4,4,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.0579,0,Desconhecido,83,0,F,Indefinido,True,sucesso
00508665420218060124,1047,2021,10,4,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,32,0.0306,0,Desconhecido,32,0,M,F,True,sucesso
02678787820218060001,1055,2021,9,3,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,73,0.0692,0,Desconhecido,73,0,M,F,False,sucesso
00510795220218060062,1072,2021,9,3,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,57,0.0532,0,Desconhecido,114,0,M,F,False,sucesso
00507599420218060096,1298,2021,8,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,71,0.0547,0,Desconhecido,71,0,M,M,False,sucesso
00505956120218060054,1479,2021,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,3,1,1,1,0,1,Obrigação de Fazer / Não Fazer,41,0.0277,0,Desconhecido,123,0,M,M,False,sucesso
02487792520218060001,1128,2021,7,3,0,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,3,1,0,0,0,1,Tratamento médico-hospitalar,38,0.0337,0,Desconhecido,114,0,F,F,True,sucesso
02486051620218060001,1130,2021,7,3,5,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.0478,0,Desconhecido,54,0,M,F,True,sucesso
02481289020218060001,1182,2021,7,3,3,G1,Cumprimento de sentença,Outros,1,SAJ,Eletrônico,3,1,0,0,0,1,Plano de Saúde ,96,0.0812,0,Desconhecido,288,0,M,F,True,sucesso
01932777220198060001,1133,2021,7,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.0671,0,Desconhecido,76,1,M,F,True,sucesso
02469995020218060001,1137,2021,7,3,5,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,109,0.0959,0,Desconhecido,109,0,M,Indefinido,True,sucesso
02467457720218060001,1167,2021,7,3,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,59,0.0506,0,Desconhecido,59,0,F,M,True,sucesso
02800033920218060111,1570,2021,6,2,5,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,3,1,0,1,0,1,Tutela de Urgência,49,0.0312,0,Desconhecido,147,0,M,F,True,sucesso
00534199520218060117,1573,2021,6,2,2,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,95,0.0604,0,Desconhecido,95,0,F,F,True,sucesso
02409915720218060001,1160,2021,6,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,123,0.106,0,Desconhecido,246,0,M,M,True,sucesso
02385864820218060001,1168,2021,6,2,2,G1,Cumprimento de sentença,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,100,0.0856,0,Desconhecido,200,0,M,F,True,sucesso
00503243120218060061,1171,2021,6,2,6,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,140,0.1196,0,Desconhecido,280,0,F,F,False,sucesso
00514810920218060071,1562,2021,6,2,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,97,0.0621,0,Desconhecido,97,0,Indefinido,F,True,sucesso
00514776920218060071,1537,2021,6,2,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,164,0.1067,0,sorteio,164,0,Indefinido,F,True,sucesso
00511992220218060151,1180,2021,5,2,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,92,0.078,0,Desconhecido,92,0,M,F,True,sucesso
02357518720218060001,1181,2021,5,2,3,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,122,0.1033,0,Desconhecido,244,0,F,M,True,sucesso
02353603520218060001,1182,2021,5,2,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,4,1,1,1,0,1,Tutela de Urgência,109,0.0922,0,Desconhecido,436,0,M,F,True,sucesso
00513901620218060071,1183,2021,5,2,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,108,0.0913,0,Desconhecido,108,0,Indefinido,Indefinido,True,dados_incompletos
00513486420218060071,1607,2021,5,2,3,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,139,0.0865,0,Desconhecido,139,0,Indefinido,Indefinido,True,dados_incompletos
00510691820218060091,1200,2021,5,2,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0408,0,Desconhecido,49,0,M,M,True,sucesso
00510484220218060091,1191,2021,5,2,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,37,0.0311,0,Desconhecido,37,0,M,F,True,sucesso
02800185820218060062,1196,2021,5,2,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,89,0.0744,0,Desconhecido,89,0,M,Indefinido,True,sucesso
00510008320218060091,1209,2021,5,2,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,79,0.0653,0,Desconhecido,79,0,M,M,True,sucesso
02271716820218060001,1215,2021,4,2,4,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,100,0.0823,0,Desconhecido,200,0,M,F,False,sucesso
02226629420218060001,1233,2021,4,2,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,66,0.0535,0,Desconhecido,132,0,M,M,False,sucesso
02120405320218060001,1636,2021,2,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,3,1,1,0,0,1,Fornecimento de medicamentos,59,0.0361,0,Desconhecido,177,0,F,F,False,sucesso
02636231420208060001,1382,2020,11,4,5,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,78,0.0564,0,Desconhecido,78,0,Indefinido,F,False,sucesso
02384551020208060001,1498,2020,7,3,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,113,0.0754,0,Desconhecido,113,0,F,Indefinido,False,sucesso
02226164220208060001,1594,2020,4,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,92,0.0577,0,Desconhecido,92,0,F,M,False,sucesso
01972970920198060001,1720,2019,12,4,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,107,0.0622,0,Desconhecido,107,0,F,F,True,sucesso
01935123920198060001,2094,2019,11,4,4,G1,Outros,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,101,0.0482,0,sorteio,101,0,F,Indefinido,True,sucesso
01934690520198060001,2095,2019,11,4,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,154,0.0735,0,Desconhecido,154,0,M,F,False,sucesso
01932777220198060001,1734,2019,11,4,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.0236,0,Desconhecido,41,0,M,F,True,sucesso
01928316920198060001,1735,2019,11,4,2,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,153,0.0882,0,Desconhecido,153,0,F,F,True,sucesso
00200029220198060127,1765,2019,11,4,4,G1,Ação Civil Pública,Outros,0,SAJ,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,86,0.0487,0,Desconhecido,258,0,Indefinido,Indefinido,True,sucesso
01855133520198060001,1762,2019,10,4,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,57,0.0323,0,Desconhecido,57,0,F,F,False,sucesso
01842567220198060001,1765,2019,10,4,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.0431,0,Desconhecido,76,0,M,M,True,sucesso
01835829420198060001,2129,2019,10,4,4,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,161,0.0756,0,Desconhecido,161,0,F,M,True,sucesso
01835829420198060001,1877,2019,10,4,4,G1,Cumprimento de sentença,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,157,0.0836,0,Desconhecido,157,0,F,M,True,sucesso
01775463620198060001,1786,2019,9,3,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,57,0.0319,0,sorteio,57,0,M,F,True,sucesso
01754739120198060001,1792,2019,9,3,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,75,0.0419,0,Desconhecido,75,0,M,M,True,sucesso
00034555820198060100,1806,2019,9,3,1,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,114,0.0631,0,Desconhecido,114,0,F,F,True,sucesso
00075589820198060071,2192,2019,8,3,4,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,495,0.2258,0,Desconhecido,495,0,Indefinido,Indefinido,True,dados_incompletos
01610797920198060001,2257,2019,8,3,4,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,163,0.0722,0,Desconhecido,326,0,Indefinido,Indefinido,True,dados_incompletos
01610797920198060001,1838,2019,8,3,4,JE,Procedimento do Juizado Especial da Fazenda Pública,Fazenda_Publica,1,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,140,0.0762,0,Desconhecido,280,0,Indefinido,Indefinido,True,dados_incompletos
00134327520198060035,1845,2019,8,3,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fazenda Pública,41,0.0222,0,Desconhecido,82,0,M,M,True,sucesso
01544291620198060001,2217,2019,7,3,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,159,0.0717,0,Desconhecido,159,0,F,F,True,sucesso
01535137920198060001,1860,2019,7,3,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,90,0.0484,0,Desconhecido,90,0,F,F,True,sucesso
01499706820198060001,2046,2019,7,3,0,G1,Cumprimento de sentença,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,117,0.0572,0,Desconhecido,117,0,F,Indefinido,True,sucesso
01451760420198060001,1884,2019,6,2,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,163,0.0865,0,Desconhecido,163,0,M,M,True,sucesso
00061712320198060144,2308,2019,6,2,2,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,3,1,0,1,0,1,Fornecimento de medicamentos,108,0.0468,0,Desconhecido,324,0,Indefinido,Indefinido,True,sucesso
01400021420198060001,1914,2019,6,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,95,0.0496,0,Desconhecido,95,0,M,F,True,sucesso
